Birdname,Species,Sex,Birthday,Uncertainty,Cage,Father,Mother,Date of death,Cause of death,Comment,Reserved
r5y4,ZF,M,8/7/2008,0,,,,11/29/2008,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y5,ZF,M,8/7/2008,0,,,,12/1/2008,Perished,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y6,ZF,M,8/7/2008,0,,,,12/2/2008,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y7,ZF,M,8/7/2008,0,,,,12/12/2008,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y8,ZF,M,8/7/2008,0,,,,12/3/2008,Surgery,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y9,ZF,M,,0,,,,7/20/2009,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r6o-s2,ZF,M,4/15/2006,0,,silver2,p6k-y8,6/6/2007,End of Exp.,,FALSE
r6p-r9k,ZF,M,12/15/2006,0,,r9k-s17,p8k,2/25/2008,End of Exp.,,FALSE
r6r20,ZF,F,4/27/2007,7,,silver15,p6k-y8,7/24/2007,Given away,Given away to Johanna,FALSE
r6r7,ZF,F,4/27/2007,7,,silver15,p6k-y8,7/24/2007,Given away,Given away to Johanna,FALSE
r6r8,ZF,M,4/27/2007,7,,silver15,p6k-y8,7/23/2007,Given away,given to johanna,FALSE
r6r9,ZF,F,4/26/2007,1,,s20o-yellow20,b4p-red11,7/24/2007,Given away,"partly albino, Given away to Johanna",FALSE
r6s1,ZF,F,10/17/2008,1,,g6r1,p9r2,1/9/2009,NE,,FALSE
r6s10,ZF,F,12/1/2008,5,O6,b3r5,o7r5,,,,FALSE
r6s11,ZF,F,12/1/2008,5,,b3r5,o7r5,3/20/2009,NE,,FALSE
r6s12,ZF,F,12/1/2008,5,R7,b3r5,o7r5,,,,FALSE
r6s13,ZF,F,12/1/2008,5,2M4,b9r5,o8p-y8,,,,FALSE
r6s2,ZF,F,10/18/2008,1,,g6r1,p9r2,1/9/2009,NE,,FALSE
r6s3,ZF,M,12/5/2008,2,,b10r5,r2b-o3,4/29/2009,End of Exp.,,FALSE
r6s4,ZF,F,12/5/2008,2,R7,b10r5,r2b-o3,,,michel - DOR - 6.Nov.2009 - perfusion practice,TRUE
r6s5,ZF,M,12/5/2008,2,O1,b10r5,r2b-o3,,,res by beautiful g.,TRUE
r6s6,ZF,F,11/18/2008,5,,p1r5,p15r4,3/20/2009,NE,,FALSE
r6s7,ZF,F,11/18/2008,5,,p1r5,p15r4,3/20/2009,NE,,FALSE
r6s8,ZF,F,11/18/2008,5,,p1r5,p15r4,6/24/2009,End of Exp.,,FALSE
r6s9,ZF,F,12/1/2008,5,,b3r5,o7r5,3/20/2009,NE,,FALSE
r6y1,ZF,M,10/2/2008,6,,b13r3,p3o-sb,12/11/2008,End of Exp.,,FALSE
r6y10,ZF,M,11/4/2008,5,,s17o,r7g-yellow8,7/28/2009,End of Exp.,,FALSE
r6y11,ZF,M,11/4/2008,5,,s17o,r7g-yellow8,6/30/2009,End of Exp.,Reserved for Janie,FALSE
r6y12,ZF,M,11/4/2008,5,,s17o,r7g-yellow8,6/25/2009,End of Exp.,Reserved for Janie,FALSE
r6y13,ZF,F,10/31/2008,3,,r011,green10,1/9/2009,NE,,FALSE
r6y14,ZF,F,11/19/2008,4,,p2r5,r2y1,6/25/2009,NE,I can't find this bird supposedly in 2M2. (13.01.2009 Claude). Found in ZZ on Feb 22 2009. White female.,FALSE
r6y15,ZF,F,11/3/2008,0,,k13r2,red5,1/9/2009,NE,,FALSE
r6y16,ZF,M,11/19/2008,4,,p2r5,r2y1,5/19/2009,End of Exp.,bird is alive again.,FALSE
r6y17,ZF,F,10/31/2008,3,,r011,green10,1/9/2009,NE,,FALSE
r6y18,ZF,F,10/31/2008,3,,r011,green10,2/25/2009,,Used to test Urethane.,FALSE
r6y19,ZF,M,10/31/2008,3,,r011,green10,5/19/2009,End of Exp.,,FALSE
r6y2,ZF,M,10/28/2008,4,,g4r1,b9r4,4/15/2009,End of Exp.,,FALSE
r6y3,ZF,M,10/28/2008,0,,g4r1,b9r4,5/20/2009,End of Exp.,,FALSE
r6y4,ZF,F,10/28/2008,4,,g4r1,b9r4,,,"bird is missing in cage on June 15, 2009, michael",FALSE
r6y5,ZF,M,10/29/2008,4,,r12p-y7o,green16,3/9/2009,End of Exp.,origin unclear due to cage tunneling,FALSE
r6y6,ZF,F,10/29/2008,4,,r12p-y7o,green16,1/9/2009,NE,origin unclear due to cage tunneling,FALSE
r6y7,ZF,M,10/29/2008,4,,r12p-y7o,green16,3/25/2009,End of Exp.,origin unclear due to cage tunneling,FALSE
r6y8,ZF,M,10/29/2008,4,,r12p-y7o,green16,5/12/2009,End of Exp.,,FALSE
r6y9,ZF,M,10/30/2008,3,,r3s3,k12r2,4/30/2009,End of Exp.,,FALSE
r7g-yellow8,ZF,F,12/13/2006,5,,yellow8,g5k,11/6/2009,NE,green ring is missing.This bird's offspring were WHITE!!! Don't use  for breeding unless necessary.,FALSE
r7o-p11k,ZF,F,4/20/2006,4,,p11k-ch900,g16k,2/16/2007,Given away,Given Away to Marianne,FALSE
r7p1,ZF,M,1/10/2009,3,A-UL,b10r5,r2b-o3,,,"breeding brake, don't use for experiments",TRUE
r7p2,ZF,F,1/30/2009,5,,b3r5,o7r5,3/20/2009,NE,,FALSE
r7p-r9k,ZF,F,12/15/2006,0,,r9k-s17,p8k,7/24/2007,Given away,Given away to Johanna,FALSE
r7r10,ZF,M,4/26/2007,1,,s20o-yellow20,b4p-red11,11/1/2007,Given away,Given away to Johanna,FALSE
r7r11,ZF,F,4/26/2007,1,,s20o-yellow20,b4p-red11,7/24/2007,Given away,Given away to Johanna,FALSE
r7s1,ZF,M,12/11/2008,3,,g2r1,r16o-r11,4/14/2009,End of Exp.,,FALSE
r7s10,ZF,F,12/12/2008,3,,p4r5,o1r5,3/20/2009,NE,,FALSE
r7s11,ZF,,12/15/2008,0,,o1r1,k5r2,3/11/2009,End of Exp.,,FALSE
r7s14,BF,,10/28/2008,7,A,,,,,,FALSE
r7s15,BF,,10/28/2008,7,A,,,,,,FALSE
r7s16,BF,,10/28/2008,7,A,,,,,,FALSE
r7s17,BF,,10/28/2008,7,A,,,,,,FALSE
r7s18,ZF,M,12/5/2008,5,,p5r5,r2s18,2/6/2009,End of Exp.,,FALSE
r7s2,ZF,M,12/11/2008,3,,g2r1,r16o-r11,7/28/2009,End of Exp.,,FALSE
r7s20,ZF,,12/5/2008,5,,p5r5,r2s18,3/25/2009,End of Exp.,,FALSE
r7s3,ZF,M,12/11/2008,3,,g2r1,r16o-r11,8/6/2009,End of Exp.,"LOST S3 RING. (20 June 2009). Do not use for experiment, use as tutor!",FALSE
r7s4,ZF,M,12/11/2008,f,,g2r1,r16o-r11,5/27/2009,End of Exp.,,FALSE
r7s5,ZF,M,12/19/2008,6,,y12red,p12r4,8/8/2009,End of Exp.,,FALSE
r7s6,ZF,F,12/19/2008,6,U2,y12red,p12r4,,,,FALSE
r7s7,ZF,M,12/19/2008,6,R3,y12red,p12r4,,,reserved for michael,TRUE
r7s8,ZF,F,12/19/2008,6,,y12red,p12r4,3/20/2009,NE,,FALSE
r7y1,ZF,,2/17/2009,1,U7,r5y19,o19r5,,,,FALSE
r7y10,ZF,F,4/2/2009,5,,r5y19,o19r5,5/15/2009,End of Exp.,,FALSE
r7y11,ZF,M,4/2/2009,5,R1,r5y19,o19r5,,,"Bird was isolated as juvenile, Alexei, 17.06.2009. This bird has an abnormal song system - USE in experiments AT YOUR OWN RISK!!!",FALSE
r7y12,ZF,F,4/3/2009,5,,g13p-purple20,r6s10,6/19/2009,End of Exp.,,FALSE
r7y13,ZF,F,4/3/2009,5,,g13p-purple20,r6s10,6/19/2009,End of Exp.,,FALSE
r7y14,ZF,F,4/11/2009,4,,y16p-s2,o8r5,6/19/2009,End of Exp.,,FALSE
r7y15,ZF,F,4/11/2009,4,,y16p-s2,o8r5,6/19/2009,End of Exp.,,FALSE
r7y16,ZF,F,4/11/2009,4,,y16p-s2,o8r5,6/19/2009,End of Exp.,,FALSE
r7y17,ZF,F,4/11/2009,4,?,y16p-s2,o8r5,,,"missing in cage on november 6th, 2009 - michael",FALSE
r7y18,ZF,M,4/6/2009,1,,r5y11,r5s13,5/17/2009,Perished,Overheating due to airpump problem,FALSE
r7y19,ZF,M,4/6/2009,0,,r5y11,r5s13,7/21/2009,Surgery,"Isolated as juvenile, Alexei, 17.06.2009. This bird has an abnormal song system - USE in experiments AT YOUR OWN RISK!!!",FALSE
r7y2,ZF,F,2/17/2009,1,R7,r5y19,o19r5,,,,FALSE
r7y20,ZF,,4/21/2009,3,,b8p-s14k,p2r6,7/21/2009,Surgery,This bird was isolated as a juvenile.This bird has an abnormal song system - USE in experiments AT YOUR OWN RISK!!!,FALSE
r7y3,ZF,F,1/30/2009,5,,b3r5,o7r5,6/24/2009,End of Exp.,,FALSE
r7y4,ZF,F,1/30/2009,5,FJ6,b3r5,o7r5,,,,FALSE
r7y5,ZF,M,4/2/2009,5,R6,r5y19,o19r5,,,"Isolated as juvenile, may have abnormal song devlopment",FALSE
r7y7,ZF,M,4/2/2009,5,R6,r5y19,o19r5,,,"Isolated as juvenile, may have abnormal song devlopment",FALSE
r7y8,ZF,M,4/2/2009,5,,r5y19,o19r5,7/20/2009,NE,,FALSE
r8br-sb,ZF,F,3/29/2007,5,,silverblack,blue3,11/1/2007,Given away,Given away to Johanna,FALSE
r8o-s2,ZF,F,4/16/2006,0,,silver2,p6k-y8,10/6/2006,NE,,FALSE
r8p-s19o,ZF,F,1/29/2007,0,KU,s19o,green10,,,,FALSE
r8p-yellow20,ZF,F,1/1/2007,6,,yellow20,blue2,7/23/2007,End of Exp.,,FALSE
r8s1,ZF,F,3/17/2009,4,,s17o,r7g-yellow8,6/24/2009,End of Exp.,,FALSE
r8s10,ZF,M,4/30/2009,0,,,,9/1/2009,End of Exp.,Bought from Qualipet on 31 Aug. 2009. Estimated age.,FALSE
r8s15,ZF,M,8/21/2009,4,E5,k13r2,o2r5,,,used to be JU2a,FALSE
r8s16,ZF,F,8/21/2009,4,FJ2,k13r2,o2r5,,,used to be JU2b,FALSE
r8s17,ZF,F,8/21/2009,4,FJ2,k13r2,o2r5,,,used to be JU2c,FALSE
r8s18,ZF,,8/7/2009,5,,o1r1,r2y1,11/6/2009,NE,White,FALSE
r8s19,ZF,F,8/7/2009,5,E8,o1r1,r2y1,,,,FALSE
r8s2,ZF,F,3/17/2009,4,,s17o,r7g-yellow8,6/17/2009,End of Exp.,"Mostly white bird, not 100% sure about sex…",FALSE
r8s20,ZF,F,8/7/2009,5,,o1r1,r2y1,11/6/2009,NE,,FALSE
r8s3,ZF,F,3/17/2009,4,,s17o,r7g-yellow8,6/17/2009,End of Exp.,,FALSE
r8s4,ZF,F,3/17/2009,4,,s17o,r7g-yellow8,5/22/2009,NE,"white bird, was pecked, killed it.",FALSE
r8s5,ZF,M,3/21/2009,0,,b13r3,b11r6,8/17/2009,End of Exp.,bird did not sing in isochamber,FALSE
r8s6,ZF,F,7/3/2009,3,?,r011,o8r5,,,"missing in cage on november 6th, 2009 - michael",FALSE
r8s7,ZF,F,6/22/2009,4,KU,b14r3,r6s13,,,,FALSE
r8s8,ZF,F,7/1/2009,3,U1,k13r2,o2r5,,,,FALSE
r8s9,ZF,M,7/1/2009,3,R3,k13r2,o2r5,,,"reserved for michael, 8.11.09 : song recorded, waiting for tplsm",TRUE
r8y1,ZF,M,6/12/2009,4,,g12r2,g4r7,,,,FALSE
r8y10,ZF,F,6/12/2009,4,?,r5y15,o12r3,,,"missing in cage on november 6th, 2009 - michael",FALSE
r8y11,ZF,M,6/12/2009,4,R8,r5y15,o12r3,,,Andreas,TRUE
r8y12,ZF,F,6/12/2009,4,R4,g12r2,g4r7,,,,FALSE
r8y12-BF,BF,M,1/1/2008,0,A,,,,,"renamed, because ZF with same rings (florian, 16.8.2009)",FALSE
r8y14,ZF,M,7/15/2009,3,,p2s2,b7br-b3k,8/27/2009,Perished,,FALSE
r8y15,ZF,F,7/15/2009,3,FJ7,p2s2,b7br-b3k,,,never heard any song. reserved for preference tests. Alessandro,TRUE
r8y16,ZF,F,7/15/2009,3,FJ7,p2s2,b7br-b3k,,,never heard any song. reserved for preference tests. Alessandro,TRUE
r8y17,ZF,M,7/1/2009,4,,b14r4,o19r5,11/9/2009,End of Exp.,,FALSE
r8y18,ZF,F,7/1/2009,4,KU,b14r4,o19r5,,,,FALSE
r8y19,ZF,F,7/3/2009,3,2U4,r011,o8r5,,,,FALSE
r8y2,ZF,M,6/12/2009,4,,g12r2,g4r7,7/25/2009,Perished,found dead in cage,FALSE
r8y20,ZF,F,7/3/2009,3,KU,r011,o8r5,,,,FALSE
r8y3,ZF,M,6/12/2009,4,,g12r2,g4r7,7/30/2009,Perished,found dead in cage,FALSE
r8y4,ZF,M,6/29/2009,3,,o1r1,r2y1,10/26/2009,Perished,,FALSE
r8y5,ZF,F,6/2/2009,3,,g13r8,r2s20,8/22/2009,NE,,FALSE
r8y6,ZF,F,6/2/2009,3,,g13r8,r2s20,8/22/2009,NE,,FALSE
r8y7,ZF,F,6/2/2009,3,,g13r8,r2s20,8/22/2009,NE,,FALSE
r8y8,ZF,F,6/12/2009,4,,r5y15,o12r3,8/22/2009,NE,,FALSE
r8y9,ZF,M,6/12/2009,4,R8,r5y15,o12r3,,,Andreas,TRUE
r9b-o3,ZF,M,10/10/2006,2,,orange3,red5,1/31/2007,End of Exp.,Tracer Inj,FALSE
r9g-red11,ZF,F,1/1/2007,5,,red11,purple16,4/20/2007,End of Exp.,,FALSE
r9k-s17,ZF,M,1/10/2006,0,,,,8/27/2007,Perished,,FALSE
r9o-s2,ZF,F,4/16/2006,0,,silver2,p6k-y8,10/6/2006,NE,Used as show girl,FALSE
r9p-s19o,ZF,F,1/29/2007,0,,s19o,green10,11/1/2007,Given away,Given away to Johanna,FALSE
red11,ZF,M,,0,,,,7/9/2009,End of Exp.,"One of the offspring when together p3o-sb had white feathers, don't use again if not needed",FALSE
red14,ZF,M,3/1/2005,0,,,,10/13/2007,End of Exp.,,FALSE
red16,ZF,M,5/1/2005,0,,,,10/27/2008,End of Exp.,Neezer estimated birthday,FALSE
red2,ZF,F,,0,,,,11/1/2007,Given away,Given away to Johanna,FALSE
red5,ZF,F,,0,,,,6/17/2009,End of Exp.,,FALSE
R-G-K209-91,BF,F,1/1/2007,0,A,,,,,,FALSE
s10k-sb,ZF,F,4/13/2006,0,,silverblack,purple17,10/6/2006,NE,,FALSE
s10o-sb,ZF,M,8/7/2006,7,,silverblack,purple17,11/2/2006,End of Exp.,,FALSE
s10p-yellow8,ZF,M,12/13/2006,5,,yellow8,g5k,3/12/2007,End of Exp.,,FALSE
s10r3,ZF,M,2/8/2008,1,,k7r1,r14w-silver17,6/4/2008,End of Exp.,Right-Cochlear removed by Claude.,FALSE
s10s20-y7o,ZF,M,4/25/2007,5,,y7o-r16,r11o-o4k,8/7/2007,End of Exp.,,FALSE
s11k-sg8,ZF,F,3/3/2006,0,,silvergreen8,purple5,6/16/2006,NE,"-> abgegeben an Z""uchter",FALSE
s11o-sb,ZF,F,8/7/2006,7,KU,silverblack,purple17,,,,FALSE
s11p-yellow8,ZF,F,12/13/2006,5,,yellow8,g5k,9/13/2008,End of Exp.,,FALSE
s11r3,ZF,,1/27/2008,5,,silver15,o8p-y8,2/24/2008,End of Exp.,,FALSE
s12k-y6,ZF,F,2/27/2006,0,,yellow6,green10,11/22/2006,NE,Bird broke a leg.,FALSE
s12o-sb,ZF,F,8/7/2006,7,,silverblack,purple17,2/16/2007,Given away,Given Away to Marianne,FALSE
s12p-yellow8,ZF,M,12/13/2006,5,,yellow8,g5k,3/6/2007,End of Exp.,,FALSE
s13k-y6,ZF,F,2/27/2006,0,,yellow6,green10,10/6/2006,NE,,FALSE
s13o-sb,ZF,M,8/7/2006,7,,silverblack,purple17,11/17/2006,End of Exp.,,FALSE
s13p-yellow8,ZF,F,12/13/2006,5,,yellow8,g5k,8/21/2008,NE,euthanized,FALSE
s14k-r16,ZF,M,4/8/2006,5,,red16,green12,9/1/2008,End of Exp.,Florian. Coupled by Claude.,FALSE
s14o-sb,ZF,F,8/7/2006,7,,silverblack,purple17,2/16/2007,Given away,Given Away to Marianne,FALSE
s14p-yellow8,ZF,M,12/13/2006,5,,yellow8,g5k,3/6/2007,End of Exp.,,FALSE
s15g-yellow20,ZF,F,1/1/2007,6,,yellow20,blue2,6/6/2007,End of Exp.,,FALSE
s15k-r16,ZF,M,4/3/2006,5,,red16,green12,8/3/2006,End of Exp.,,FALSE
s15o,ZF,M,,0,,,,4/12/2007,End of Exp.,,FALSE
s16k-p20,ZF,M,3/19/2006,3,,purple20,purple13,7/7/2006,End of Exp.,,FALSE
s16o,ZF,M,,0,,,,12/12/2006,End of Exp.,Reserved by Claude. Strange song (2 Syllables).,FALSE
s16p-yellow20,ZF,M,1/1/2007,6,,yellow20,blue2,4/13/2007,Surgery,,FALSE
s17k-r11,ZF,F,4/3/2006,0,,red11,purple8,2/16/2007,Given away,Given Away to Marianne,FALSE
s17o,ZF,M,,0,,,,6/25/2009,NE,"This bird's offspring were WHITE!!! Don't use  for breeding unless necessary. Not found in KM on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009).",FALSE
s17p-yellow20,ZF,F,1/1/2007,6,,yellow20,blue2,7/5/2007,End of Exp.,,FALSE
s18k-r11,ZF,F,4/7/2006,0,,red11,purple8,6/16/2006,NE,"-> abgegeben an Z""uchter",FALSE
s18o,ZF,M,,0,,,,5/29/2007,End of Exp.,,FALSE
s18o-y20,ZF,M,1/1/2007,6,,yellow20,blue2,4/2/2007,End of Exp.,,FALSE
s18p-y7o,ZF,F,3/13/2007,0,,y7o-r16,r11o-o4k,7/24/2007,Given away,Given away to Johanna,FALSE
s18r3,ZF,,2/14/2008,4,,b8o-p11k,s13p-yellow8,3/6/2008,Perished,,FALSE
s19k-r11,ZF,F,4/7/2006,0,,red11,purple8,6/16/2006,NE,"-> abgegeben an Z""uchter",FALSE
s19o,ZF,M,,0,,,,4/2/2007,NE,Killed bird because of a large (ca. 5 mm diam) cyst below the right eye.,FALSE
s19p-y7o,ZF,F,3/13/2007,0,,y7o-r16,r11o-o4k,7/24/2007,Given away,Given away to Johanna,FALSE
s19r3,ZF,M,2/14/2008,4,R5,b8o-p11k,s13p-yellow8,,,Right-Cochlear removed by Claude.,FALSE
s1b-y8,ZF,M,9/4/2006,4,,yellow8,g5k,12/18/2006,End of Exp.,,FALSE
s1o-r16,ZF,M,6/24/2006,1,,red16,green12,11/27/2006,End of Exp.,left HVC burned. @67phd,FALSE
s1p-y20,ZF,F,2/15/2007,2,,yellow20,blue2,11/1/2007,Given away,Given away to Johanna,FALSE
s1s11-g13p,ZF,F,4/21/2007,5,,g13p-purple20,s13p-yellow8,7/24/2007,Given away,Given away to Johanna,FALSE
s20k-sg8,ZF,F,3/3/2006,0,,silvergreen8,purple5,5/11/2007,End of Exp.,"Probably lost ring ""s20"". Now only has a black ring.",FALSE
s20o-ch900,ZF,F,3/24/2006,0,,goldch900,silver1,2/16/2007,Given away,Given away to Marianne,FALSE
s20o-yellow20,ZF,M,1/1/2007,6,,yellow20,blue2,5/19/2008,End of Exp.,,FALSE
s20p-s3k,ZF,M,3/19/2007,2,,s3k-y8,k9k-ch900,8/14/2007,End of Exp.,,FALSE
s20r3,ZF,F,2/14/2008,4,,b8o-p11k,s13p-yellow8,5/22/2008,End of Exp.,Right-Cochlear removed by Claude.,FALSE
s2b-y8,ZF,M,9/4/2006,4,,yellow8,g5k,12/13/2007,NE,,FALSE
s2kk-y20,ZF,M,2/15/2007,2,,yellow20,blue2,6/11/2007,End of Exp.,has one black ring on each foot.,FALSE
s2o-r16,ZF,M,6/24/2006,1,,red16,green12,10/31/2006,End of Exp.,,FALSE
s2s12-sg8,ZF,F,4/22/2007,1,,silvergreen8,silver1,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
s3b-y8,ZF,F,9/4/2006,4,,yellow8,g5k,2/16/2007,Given away,Given Away to Marianne,FALSE
s3k-y8,ZF,M,11/14/2005,0,KM,,,,,Andreas,TRUE
s3o-r16,ZF,M,6/24/2006,1,,red16,green12,9/15/2006,End of Exp.,,FALSE
s3p-y20,ZF,M,2/15/2007,2,,yellow20,blue2,5/24/2007,End of Exp.,,FALSE
s3s13-gF13p,ZF,F,4/21/2007,5,,g13p-purple20,s13p-yellow8,7/26/2007,End of Exp.,,FALSE
s4b-y8,ZF,M,9/4/2006,4,,yellow8,g5k,1/11/2007,End of Exp.,,FALSE
s4k,ZF,M,,0,,,,6/8/2006,End of Exp.,Place and date of birth: Q(5~8 month old since 19.01.2006),FALSE
s4o-r16,ZF,F,6/27/2006,0,,red16,green12,12/5/2006,NE,,FALSE
s4p-s15,ZF,,3/5/2007,3,,silver15,p6k-y8,4/23/2007,NE,dying,FALSE
s4s14-g13p,ZF,F,4/21/2007,5,,g13p-purple20,s13p-yellow8,7/24/2007,Given away,Given away to Johanna,FALSE
s5o-r16,ZF,F,6/27/2006,0,,red16,green12,10/6/2006,NE,,FALSE
s5p,ZF,,3/13/2007,0,,,,4/23/2007,NE,found in M5 but most likely from M5B.,FALSE
s5s15-y7o,ZF,,4/25/2007,5,,y7o-r16,r11o-o4k,9/28/2007,End of Exp.,,FALSE
s5y11,BF,M,1/1/2008,0,A,,,,,,FALSE
s6k-g14x,ZF,M,2/22/2006,0,,g14k,,4/29/2006,Surgery,,FALSE
s6o-r16,ZF,F,6/27/2006,0,,red16,green12,10/6/2006,NE,,FALSE
s6p-s3k,ZF,M,3/19/2007,2,,s3k-y8,k9k-ch900,6/14/2007,End of Exp.,,FALSE
s6s16-g13p,ZF,F,4/21/2007,5,,g13p-purple20,s13p-yellow8,7/24/2007,Given away,Given away to Johanna,FALSE
s7k-b3k,ZF,M,2/24/2006,0,,b3k,blue3,1/10/2007,End of Exp.,,FALSE
s7o-p11k,ZF,M,7/17/2006,3,,p11k-ch900,g16k,9/24/2006,End of Exp.,,FALSE
s7p-r14,ZF,F,3/12/2007,3,,red14,r10o-o4k,7/24/2007,Given away,Given away to Johanna,FALSE
s7s17-g13p,ZF,F,4/21/2007,5,,g13p-purple20,s13p-yellow8,7/24/2007,Given away,Given away to Johanna,FALSE
s8k-p11k,ZF,F,3/3/2006,0,,p11k-ch900,g16k,6/25/2007,End of Exp.,,FALSE
s8o-p11k,ZF,M,7/17/2006,3,,p11k-ch900,g16k,5/11/2007,End of Exp.,"had somethimg which lookes like an epileptic seizure, when I ringed him.",FALSE
s8p-r14,ZF,M,3/12/2007,3,,red14,r12o-o4k,7/23/2007,End of Exp.,,FALSE
s8r3,ZF,,1/19/2008,5,,g13p-purple20,r8p-s19o,2/9/2008,End of Exp.,,FALSE
s8s18-y7o,ZF,M,4/25/2007,5,,y7o-r16,r11o-o4k,7/23/2007,,given to johanna,FALSE
s9k-p11k,ZF,M,3/2/2006,0,,p11k-ch900,g16k,6/6/2006,End of Exp.,,FALSE
s9o-p11k,ZF,M,7/17/2006,3,,p11k-ch900,g16k,11/14/2006,End of Exp.,,FALSE
s9p-r14,ZF,M,3/12/2007,3,,red14,r12o-o4k,7/26/2007,End of Exp.,,FALSE
s9r3,ZF,,1/19/2008,5,,g13p-purple20,r8p-s19o,2/12/2008,End of Exp.,,FALSE
s9s19-y7o,ZF,F,4/25/2007,5,,y7o-r16,r11o-o4k,7/24/2007,Given away,Given away to Johanna,FALSE
silver1,ZF,F,,0,,,,8/11/2007,NE,injured bird.,FALSE
silver15,ZF,M,4/18/2005,0,,,,9/22/2008,End of Exp.,,FALSE
Silver17,ZF,M,4/14/2005,4,,,,6/5/2007,End of Exp.,father of o5k-s17 (ibutenic acid lesion) Perfusion,FALSE
silver2,ZF,M,,0,,,,5/29/2007,End of Exp.,,FALSE
silver5y11,BF,,,0,A,,,,,"Found in cage A on 25 Aug, 2009 - Janie",FALSE
silver6,ZF,M,12/9/2004,0,,,,6/11/2006,End of Exp.,,FALSE
silverblack,ZF,M,,1,,,,10/1/2008,End of Exp.,good singer,FALSE
silvergreen8,ZF,M,1/1/2005,0,,,,1/14/2009,End of Exp.,Researved by Claude for MMAN lesion experiment!!! (estimated birthday),FALSE
stumpy-r8,BF,,,0,A,,,,,"Found in cage A on 25 Aug, 2009 - Janie. This bird has only one leg.",FALSE
tj1,ZF,,6/1/2008,6,,r3s3,k12r2,7/21/2008,End of Exp.,,FALSE
tweak,ZF,,6/18/2008,0,,b20r8,,,,,FALSE
tweak10,ZF,,3/13/2009,0,,p14k,,,,,FALSE
tweak11,ZF,,1/1/2006,0,,p13r8,,,,,FALSE
tweak13,ZF,,1/1/2006,0,,r6s5,,,,,FALSE
tweak14,ZF,,1/1/2007,0,,b19r8,,,,,FALSE
tweak15,ZF,,1/1/2007,0,,p5r3,,,,,FALSE
tweak16,ZF,,1/1/2007,0,,g19r8,,,,,FALSE
tweak17,ZF,,1/1/2007,0,,r7s5,,,,,FALSE
tweak18,ZF,,1/1/2007,0,,p10r6,,,,,FALSE
tweak19,ZF,,1/1/2007,0,,p2s2,,,,,FALSE
tweak2,ZF,,1/1/2006,0,,p1r5,,,,,FALSE
tweak20,ZF,,1/1/2007,0,,p5r3,,,,,FALSE
tweak21,ZF,,1/1/2007,0,,b14r4,,,,,FALSE
tweak22,ZF,,1/1/2007,0,,g12r2,,,,,FALSE
tweak24,ZF,,1/1/2007,0,,b7r7,,,,,FALSE
tweak25,ZF,,1/1/2007,0,,k2r2,,,,,FALSE
tweak26,ZF,,1/1/2007,0,,b8r7,,,,,FALSE
tweak3,ZF,,1/1/2006,0,,r5y15,,,,,FALSE
tweak30,ZF,,1/1/2008,0,,974,,,,,FALSE
tweak31,ZF,,1/1/2008,0,,b10r7,,,,,FALSE
tweak32,ZF,,1/1/2008,0,,b2r5,,,,,FALSE
tweak33,ZF,,1/1/2008,0,,b10r5,,,,,FALSE
tweak34,ZF,,1/1/2008,0,,b3r5,,,,,FALSE
tweak35,ZF,,1/1/2008,0,,r011,,,,,FALSE
tweak36,ZF,,,0,,purple050,,,,,FALSE
tweak37,ZF,,1/1/2008,0,,o8r8,,,,,FALSE
tweak38,ZF,,1/1/2008,0,,o4r8,,,,,FALSE
tweak39,ZF,,1/1/2008,0,,o13r8,,,,,FALSE
tweak4,ZF,,1/1/2006,0,,o1r8,,,,,FALSE
tweak5,ZF,,1/1/2006,0,,o7r8,,,,,FALSE
tweak6,ZF,,1/1/2006,0,,purple022,,,,,FALSE
Tweak666,ZF,,7/20/2009,0,,o2r8,,,,,FALSE
tweak69,ZF,,7/20/2009,0,,o5r8,,,,,FALSE
tweak7,ZF,,1/1/2006,0,,o10r8,,,,,FALSE
tweak8,ZF,,1/1/2006,0,,s14k-r16,,,,,FALSE
tweak9,ZF,,1/1/2006,0,,y7o-r16,,,,,FALSE
v-v10,BF,M,1/1/2007,0,A,,,,,,FALSE
W-K-K209-14,BF,F,1/1/2007,0,A,,,,,,FALSE
x,,,,,,,,,,,FALSE
xx,,,,,,,,,,,FALSE
xxx,,,,,,,,,,,FALSE
xxxxx,ZF,,11/5/2008,4,,,o5r5,,,,FALSE
y,ZF,M,8/23/2008,0,,,,10/13/2008,End of Exp.,,FALSE
y10o-r11,ZF,F,6/26/2006,0,,red11,purple8,10/6/2006,NE,,FALSE
y10p-r11,ZF,M,9/18/2006,3,,red11,purple8,3/6/2007,End of Exp.,Hexode Microdrive,FALSE
