ID,Birdname,Species,Sex,Birthday,Uncertainty,Cage,Father,Mother,Date of death,Cause of death,Comment,Reserved
276,dJ2O4b,ZF,u,2009-02-08,5,,y12red,p12r4,2009-03-13,NE,,0
278,dJ2O4ca,ZF,u,2009-02-08,5,,y12red,p12r4,2009-03-13,NE,,0
279,dJ2O4d,ZF,u,2009-02-08,5,,y12red,p12r4,2009-03-13,NE,,0
280,dJ2O4e,ZF,u,2009-02-08,5,,y12red,p12r4,2009-03-05,NE,,0
1597,r7y1,ZF,u,2009-02-17,1,A-UR,r5y19,o19r5,,,,0
1608,r7y2,ZF,f,2009-02-17,1,,r5y19,o19r5,2009-11-12,End of Exp.,,0
900,o16r7,ZF,f,2009-02-18,2,,r5y15,r5s2,2009-08-22,NE,,0
910,o17r7,ZF,f,2009-02-18,2,E8,r5y15,r5s2,,,has two r7 rings plus the o17,0
920,o18r7,ZF,f,2009-02-18,2,O7,r5y15,r5s2,,,,0
92,b16r7,ZF,f,2009-02-19,3,,b14r3,o6r5,2009-06-24,End of Exp.,,0
1162,p1s1,ZF,m,2009-02-19,3,,b14r3,o6r5,2009-06-23,NE,"Subsong at day 70, perhaps younger..",0
1181,p2s2,ZF,m,2009-02-19,3,R2,b14r3,o6r5,,,did not sing at all..,0
54,b13r7,ZF,u,2009-02-20,1,,red11,b7br-b3k,2009-05-05,End of Exp.,,0
255,cj9,ZF,u,2009-02-20,1,,red11,b7br-b3k,2009-04-30,End of Exp.,,0
865,o13r7,ZF,f,2009-02-21,2,FJ8,r5y11,r5s13,,,,0
877,o14r7,ZF,m,2009-02-21,2,,r5y11,r5s13,2009-05-05,End of Exp.,,0
888,o15r7,ZF,f,2009-02-21,2,FJ8,r5y11,r5s13,,,,0
271,dJ2O3a,ZF,u,2009-02-22,4,,k8r2,r5s4,2009-04-03,NE,not found in cage on 3.4.09,0
272,dJ2O3b,ZF,u,2009-02-22,4,,k8r2,r5s4,2009-04-03,NE,not found in cage on 3.4.09,0
273,dJ2O3c,ZF,u,2009-02-22,4,,k8r2,r5s4,2009-04-03,NE,not found in cage on 3.4.09,0
32,b11r7,ZF,m,2009-03-02,0,MK,y16p-s2,o8r5,,,"I may need to record some more videos from this bird, please don't kill him. Alessandro",0
43,b12r7,ZF,u,2009-03-02,0,,y16p-s2,o8r5,,,,0
79,b15r7,ZF,m,2009-03-02,1,,b8p-s14k,p2r6,2009-05-02,NE,"bird was sick, Daniele killed it.",0
103,b17r7,ZF,m,2009-03-13,3,,b9r5,o8p-y8,2009-05-26,End of Exp.,,0
115,b18r7,ZF,m,2009-03-13,2,,b6r5,r5y18,2009-07-08,End of Exp.,,0
127,b19r7,ZF,m,2009-03-13,5,,o5r6,g2r5,2009-05-13,NE,"after isolation in isochambers, the bird after 2 days looked very ill and trembled a lot.. No recovery, therefore the bird was given an overdose.",0
247,cj10,ZF,u,2009-03-13,5,,o5r6,g2r5,2009-07-09,End of Exp.,,0
283,dJ2U4a,ZF,u,2009-03-13,2,,b6r5,r5y18,,NE,,0
674,k10r7,ZF,f,2009-03-13,3,2U2,b9r5,o8p-y8,,,,0
788,k6r7,ZF,f,2009-03-13,1,,b10r5,r2b-o3,2009-05-22,NE,Found dead in cage,0
795,k7r7,ZF,f,2009-03-13,5,,o5r6,g2r5,,,"bird is missing on june 15, 2009",0
803,k8r7,ZF,f,2009-03-13,3,,b9r5,o8p-y8,2009-06-17,End of Exp.,,0
1758,tweak10,ZF,u,2009-03-13,0,,p14k,,,,,0
66,b14r7,ZF,m,2009-03-14,0,,b16r6,o13r5,2009-08-17,End of Exp.,bird did not sing in isochamber. -Michael. Not found in KM on 20 June 2009 - Janie. I found it in KM on 21.06.2009. -Claude.,0
681,k11r7,ZF,m,2009-03-17,4,,s17o,r7g-yellow8,2009-05-26,End of Exp.,,0
1619,r8s1,ZF,f,2009-03-17,4,,s17o,r7g-yellow8,2009-06-24,End of Exp.,,0
1626,r8s2,ZF,f,2009-03-17,4,,s17o,r7g-yellow8,2009-06-17,End of Exp.,"Mostly white bird, not 100% sure about sex…",0
1628,r8s3,ZF,f,2009-03-17,4,,s17o,r7g-yellow8,2009-06-17,End of Exp.,,0
1629,r8s4,ZF,f,2009-03-17,4,,s17o,r7g-yellow8,2009-05-22,NE,"white bird, was pecked, killed it.",0
1630,r8s5,ZF,m,2009-03-21,0,,b13r3,b11r6,2009-08-17,End of Exp.,bird did not sing in isochamber,0
412,g11r8,ZF,f,2009-03-27,3,,g4r6,r6s4,2009-07-31,End of Exp.,,0
423,g12r8,ZF,f,2009-03-27,3,KU,g4r6,r6s4,,,9.11.2009 (AK): didn't find bird in KU,0
536,g2r8,ZF,m,2009-03-27,3,,g4r6,r6s4,2009-09-07,End of Exp.,,0
559,g4r8,ZF,f,2009-03-27,3,,g4r6,r6s4,2009-08-22,NE,,0
402,g10r8,ZF,m,2009-03-28,3,,r6y10,b15r6,2009-06-09,End of Exp.,Reserved for Patrick,0
547,g3r8,ZF,f,2009-03-28,3,,r5y10,b15r6,,,"bird is missing on june 15, 2009",0
571,g5r8,ZF,f,2009-03-28,3,,r6y10,b15r6,2009-07-28,NE,,0
594,g7r8,ZF,u,2009-03-28,3,,r6y10,b15r6,2009-06-09,End of Exp.,Reserved for Patrick,0
827,o10r8,ZF,m,2009-04-01,7,2O2,,,,,"bought from qualipet on July 13th 2009, michael",0
841,o11r8,ZF,m,2009-04-01,7,U5,,,,,"bought from qualipet on July 13th 2009, michael",0
853,o12r8,ZF,m,2009-04-01,7,O3,,,,,"bought from qualipet on July 13th 2009, michael",0
866,o13r8,ZF,m,2009-04-01,7,M2,,,,,"bought from qualipet on July 13th 2009, michael",0
878,o14r8,ZF,m,2009-04-01,7,,,,2009-08-18,End of Exp.,"bought from qualipet on July 13th 2009, michael",0
945,o1r8,ZF,m,2009-04-01,7,,,,2009-10-05,End of Exp.,"bought from qualipet on July 13th 2009, michael",0
967,o2r8,ZF,m,2009-04-01,7,,,,2009-10-07,End of Exp.,"bought from qualipet on July 13th 2009, michael",0
979,o3r8,ZF,m,2009-04-01,7,R6,,,,,"bought from qualipet on July 13th 2009, michael. I may need to record some more videos from this bird, please don't kill him. Alessandro",0
991,o4r8,ZF,m,2009-04-01,7,M3,,,,,"bought from qualipet on July 13th 2009, michael",0
1004,o5r8,ZF,m,2009-04-01,7,M6,,,,,"bought from qualipet on July 13th 2009, michael",0
1026,o7r8,ZF,m,2009-04-01,7,,,,2009-09-30,End of Exp.,"bought from qualipet on July 13th 2009, michael",0
1038,o8r8,ZF,m,2009-04-01,7,O5,,,,,"bought from qualipet on July 13th 2009, michael",0
1252,purple022,ZF,m,2009-04-01,7,2O3,,,,,"bought from qualipet on July 13th 2009, michael",0
1253,purple050,ZF,m,2009-04-01,7,O7,,,,,"bought from qualipet on July 13th 2009, michael",0
1598,r7y10,ZF,f,2009-04-02,5,,r5y19,o19r5,2009-05-15,End of Exp.,,0
1599,r7y11,ZF,m,2009-04-02,5,R1,r5y19,o19r5,,,"Bird was isolated as juvenile, Alexei, 17.06.2009. This bird has an abnormal song system - USE in experiments AT YOUR OWN RISK!!!",0
1612,r7y5,ZF,m,2009-04-02,5,R6,r5y19,o19r5,,,"Isolated as juvenile, may have abnormal song devlopment",0
1613,r7y7,ZF,m,2009-04-02,5,R6,r5y19,o19r5,,,"Isolated as juvenile, may have abnormal song devlopment",0
1614,r7y8,ZF,m,2009-04-02,5,,r5y19,o19r5,2009-07-20,NE,,0
1600,r7y12,ZF,f,2009-04-03,5,,g13p-purple20,r6s10,2009-06-19,End of Exp.,,0
1601,r7y13,ZF,f,2009-04-03,5,,g13p-purple20,r6s10,2009-06-19,End of Exp.,,0
515,g1r8,ZF,f,2009-04-06,1,,r5y15,r5s2,2009-05-29,NE,,0
1606,r7y18,ZF,m,2009-04-06,1,,r5y11,r5s13,2009-05-17,Perished,Overheating due to airpump problem,0
1607,r7y19,ZF,m,2009-04-06,0,,r5y11,r5s13,2009-07-21,Surgery,"Isolated as juvenile, Alexei, 17.06.2009. This bird has an abnormal song system - USE in experiments AT YOUR OWN RISK!!!",0
385,dJU6e,ZF,u,2009-04-11,4,,y16p-s2,o8r5,,,,0
1602,r7y14,ZF,f,2009-04-11,4,,y16p-s2,o8r5,2009-06-19,End of Exp.,,0
1603,r7y15,ZF,f,2009-04-11,4,,y16p-s2,o8r5,2009-06-19,End of Exp.,,0
1604,r7y16,ZF,f,2009-04-11,4,,y16p-s2,o8r5,2009-06-19,End of Exp.,,0
1605,r7y17,ZF,f,2009-04-11,4,?,y16p-s2,o8r5,,,"missing in cage on november 6th, 2009 - michael",0
764,k3r7,ZF,m,2009-04-19,4,,k8r2,r5s4,2009-08-18,End of Exp.,,0
772,k4r7,ZF,u,2009-04-19,4,,k8r2,r5s4,2009-06-19,End of Exp.,,0
781,k5r7,ZF,u,2009-04-19,4,,k8r2,r5s4,2009-06-19,End of Exp.,,0
739,k1r7,ZF,u,2009-04-21,2,,b8p-s14k,p2r6,2009-07-17,NE,"bird was isolated as juvenile, Alexei, 16.06.2009. This bird has an abnormal song system - USE in experiments AT YOUR OWN RISK!!!",0
755,k2r7,ZF,u,2009-04-21,0,,b8p-s14k,p2r6,2009-06-19,End of Exp.,,0
1609,r7y20,ZF,u,2009-04-21,3,,b8p-s14k,p2r6,2009-07-21,Surgery,This bird was isolated as a juvenile.This bird has an abnormal song system - USE in experiments AT YOUR OWN RISK!!!,0
291,dJFJ5b,ZF,u,2009-04-25,2,,r7s5,o6r7,2009-05-12,NE,,0
292,dJFJ5c,ZF,u,2009-04-25,2,,r7s5,o6r7,2009-05-12,NE,,0
293,dJFJ5d,ZF,u,2009-04-25,2,,r7s5,o6r7,2009-05-12,NE,,0
317,dJM5a,ZF,u,2009-04-25,2,,r7s5,o6r7,2009-05-14,NE,,0
445,g14r8,ZF,m,2009-04-27,3,,b16r6,o13r5,2009-07-16,End of Exp.,,0
456,g15r8,ZF,f,2009-04-27,3,U5,b16r6,o13r5,,,,0
468,g16r8,ZF,f,2009-04-27,1,,b16r6,o13r5,2009-11-06,NE,,0
128,b19r8,ZF,m,2009-04-30,0,KO,,,,,Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
150,b20r8,ZF,m,2009-04-30,0,,,,2009-11-02,End of Exp.,Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
503,g19r8,ZF,m,2009-04-30,0,,,,2009-10-01,NE,Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
525,g20r8,ZF,m,2009-04-30,0,E8,,,,,Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
1073,p11r8,ZF,m,2009-04-30,0,,,,2009-09-01,End of Exp.,Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
1083,p12r8,ZF,m,2009-04-30,0,,,,2009-09-04,End of Exp.,Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
1093,p13r8,ZF,m,2009-04-30,0,KO,,,,,Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
1106,p14r8,ZF,m,2009-04-30,0,IS8,,,,,Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
1171,p20r8,ZF,m,2009-04-30,0,KO,,,,,Breeder. Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
1620,r8s10,ZF,m,2009-04-30,0,,,,2009-09-01,End of Exp.,Bought from Qualipet on 31 Aug. 2009. Estimated age.,0
480,g17r8,ZF,m,2009-05-09,0,2O3,b10r5,r2b-o3,,,,0
140,b1r8,ZF,m,2009-05-18,3,,k13r2,o2r5,2009-08-06,End of Exp.,Transferred in KO when 53 dph because of aggressive parents,0
361,dJU2c,ZF,u,2009-05-18,3,,k13r2,o2r5,2009-05-30,NE,bird probably never existed,1
33,b11r8,ZF,f,2009-05-30,4,2O4,r5y11,p15r5,,,,0
44,b12r8,ZF,f,2009-05-30,4,FJ3,r5y11,p15r5,,,,0
55,b13r8,ZF,f,2009-05-30,4,FJ8,r5y11,p15r5,,,,0
67,b14r8,ZF,f,2009-05-30,4,FJ8,r5y11,p15r5,,,,0
335,dJO3f,ZF,u,2009-05-30,4,,r5y11,p15r5,2009-07-10,NE,,0
248,cj11,ZF,m,2009-06-02,3,,g13r8,r2s20,2009-07-20,Surgery,,0
1650,r8y5,ZF,f,2009-06-02,3,,g13r8,r2s20,2009-08-22,NE,,0
1651,r8y6,ZF,f,2009-06-02,3,,g13r8,r2s20,2009-08-22,NE,,0
1652,r8y7,ZF,f,2009-06-02,3,,g13r8,r2s20,2009-08-22,NE,,0
22,b10r8,ZF,u,2009-06-05,4,,r7p1,p13r5,2009-08-22,NE,,0
205,b6r8,ZF,m,2009-06-05,4,,r7p1,p13r5,2009-07-30,Perished,found bird dead in cage,0
216,b7r8,ZF,u,2009-06-05,4,,r7p1,p13r5,2009-08-22,NE,,0
229,b8r8,ZF,u,2009-06-05,4,,r7p1,p13r5,2009-11-03,NE,,0
161,b2r8,ZF,u,2009-06-09,4,,r7s5,p8r6,2009-07-20,NE,,0
173,b3r8,ZF,u,2009-06-09,4,,r7s5,p8r6,2009-07-15,NE,Bad feeding by the female,0
184,b4r8,ZF,u,2009-06-09,4,,r7s5,p8r6,2009-07-21,NE,,0
195,b5r8,ZF,m,2009-06-09,4,,r7s5,p8r6,2009-09-18,End of Exp.,Was isolated as juvenile,0
1635,r8y1,ZF,m,2009-06-12,4,,g12r2,g4r7,2009-11-07,End of Exp.,,0
1636,r8y10,ZF,f,2009-06-12,4,?,r5y15,o12r3,,,"missing in cage on november 6th, 2009 - michael",0
1637,r8y11,ZF,m,2009-06-12,4,R8,r5y15,o12r3,,,Andreas,0
1638,r8y12,ZF,f,2009-06-12,4,R4,g12r2,g4r7,,,,0
1646,r8y2,ZF,m,2009-06-12,4,,g12r2,g4r7,2009-07-25,Perished,found dead in cage,0
1648,r8y3,ZF,m,2009-06-12,4,,g12r2,g4r7,2009-07-30,Perished,found dead in cage,0
1653,r8y8,ZF,f,2009-06-12,4,,r5y15,o12r3,2009-08-22,NE,,1
1654,r8y9,ZF,m,2009-06-12,4,R8,r5y15,o12r3,,,Andreas,0
889,o15r8,ZF,f,2009-06-19,3,KU,974,g2r5,,,,0
901,o16r8,ZF,f,2009-06-19,3,,974,g2r5,2009-08-22,NE,,0
933,o19r8,ZF,m,2009-06-19,3,,974,g2r5,2009-10-19,End of Exp.,,0
956,o20r8,ZF,f,2009-06-19,3,KU,974,g2r5,,,,1
80,b15r8,ZF,m,2009-06-22,5,,b6r5,r7y4,2009-09-23,End of Exp.,,0
93,b16r8,ZF,f,2009-06-22,5,FJ6,b6r5,r7y4,,,never heard any song. reserved for preference tests. alessandro,0
347,dJO7c,ZF,u,2009-06-22,5,,b6r5,r7y4,2009-06-29,NE,,0
349,dJO7d,ZF,u,2009-06-22,5,,b6r5,r7y4,2009-06-29,NE,,0
351,dJO7e,ZF,u,2009-06-22,5,,b6r5,r7y4,2009-06-29,NE,,0
1161,p1r8,ZF,m,2009-06-22,4,,b14r3,r6s13,2009-08-20,Surgery,,1
1180,p2r8,ZF,m,2009-06-22,4,,b14r3,r6s13,2009-09-04,End of Exp.,,0
1191,p3r8,ZF,m,2009-06-22,4,,b14r3,r6s13,,End of Exp.,,0
1632,r8s7,ZF,f,2009-06-22,4,KU,b14r3,r6s13,,,,0
315,dJM4c,ZF,u,2009-06-29,3,,o1r1,r2y1,,,,0
921,o18r8,ZF,f,2009-06-29,3,KU,o1r1,r2y1,,,,0
1649,r8y4,ZF,m,2009-06-29,3,,o1r1,r2y1,2009-10-26,Perished,,0
104,b17r8,ZF,u,2009-07-01,2,R1,p3r6,r5y18,,,Was moved to R1 because was mistreated by his father,0
362,dJU2c2,ZF,u,2009-07-01,3,,k13r2,o2r5,2009-07-17,,,0
382,dJU6b,ZF,u,2009-07-01,2,,p3r6,r5y18,2009-07-17,NE,,0
391,dummy,ZF,u,2009-07-01,4,,o11r8,o19r5,,,,0
492,g18r8,ZF,m,2009-07-01,4,,b14r4,o19r5,2009-09-14,,Josh,0
1633,r8s8,ZF,f,2009-07-01,3,U1,k13r2,o2r5,,,,0
1634,r8s9,ZF,m,2009-07-01,3,R3,k13r2,o2r5,,,"michael, 8.11.09 : song recorded, tplsm",0
1643,r8y17,ZF,m,2009-07-01,4,,b14r4,o19r5,2009-11-09,End of Exp.,,0
1644,r8y18,ZF,f,2009-07-01,4,KU,b14r4,o19r5,,,,0
1631,r8s6,ZF,f,2009-07-03,3,?,r011,o8r5,,,"missing in cage on november 6th, 2009 - michael",0
1645,r8y19,ZF,f,2009-07-03,3,2U4,r011,o8r5,,,,1
1647,r8y20,ZF,f,2009-07-03,3,KU,r011,o8r5,,,,0
344,dJO6a,ZF,u,2009-07-10,1,,b7r7,r6s10,,,,0
1062,p10r8,ZF,m,2009-07-12,8,2O4,r7p1,p13r5,,,,0
1201,p4r8,ZF,f,2009-07-12,8,R4,r7p1,p13r5,,,,0
1212,p5r8,ZF,m,2009-07-12,8,,r7p1,p13r5,2009-11-13,End of Exp.,"michael, 4.11.09 - song recorded, waiting for tplsm",0
1231,p7r8k,ZF,m,2009-07-12,8,2U2,r7p1,p13r5,,,,0
1242,p8r8,ZF,m,2009-07-12,8,2U4,r7p1,p13r5,,,,0
380,dJU5d,ZF,u,2009-07-15,3,,p2s2,b7br-b3k,,,this bird never existed,0
386,dJU7a,ZF,u,2009-07-15,1,,r5y14,r7y1,,,,1
1640,r8y14,ZF,m,2009-07-15,3,,p2s2,b7br-b3k,2009-08-27,Perished,,0
1641,r8y15,ZF,f,2009-07-15,3,FJ7,p2s2,b7br-b3k,,,never heard any song. reserved for preference tests. Alessandro,0
1642,r8y16,ZF,f,2009-07-15,3,FJ7,p2s2,b7br-b3k,,,never heard any song. reserved for preference tests. Alessandro,0
1810,y13r8,ZF,m,2009-07-15,1,E6,r5y11,p15r5,,,,0
1788,Tweak666,ZF,u,2009-07-20,0,,o2r8,,,,,0
1789,tweak69,ZF,u,2009-07-20,0,,o5r8,,,,,1
1115,p15r8,ZF,m,2009-07-26,3,KM,p2r5,b5r7,,,JOSH,1
1144,p18r8,ZF,f,2009-07-26,3,KU,p2r5,b5r7,,,,0
1152,p19r8,ZF,m,2009-07-26,3,E3,p2r5,b5r7,,,JOSH,0
392,dummy2,ZF,u,2009-07-30,0,,o12r8,r7y2,,,,0
740,k1r8,ZF,m,2009-08-01,4,R1,b7r7,r6s10,,,,1
756,k2r8,ZF,f,2009-08-01,4,,b7r7,r6s10,2009-11-06,NE,,0
765,k3r8,ZF,f,2009-08-01,4,,b7r7,r6s10,2009-11-06,NE,,1
773,k4r8,ZF,m,2009-08-01,4,R3,b7r7,r6s10,,,"michael, 4.11.09 - tplsm",0
804,k8r8,ZF,f,2009-08-01,4,,b7r7,r6s10,2009-11-06,NE,,1
682,k11r8,ZF,m,2009-08-04,5,KO,p3r6,r5y18,,,,0
688,k12r8,ZF,f,2009-08-04,5,,p3r6,r5y18,2009-11-06,NE,,0
695,k13r8,ZF,f,2009-08-04,5,,p3r6,r5y18,2009-11-06,NE,,1
701,k14r8,ZF,m,2009-08-04,5,KM,p3r6,r5y18,,,Moritz,0
708,k15r8,ZF,f,2009-08-04,5,KU,p3r6,r5y18,,,,0
782,k5r8,ZF,f,2009-08-05,1,KU,974,g2r5,,,,0
796,k7r8,ZF,m,2009-08-05,1,KM,974,g2r5,,,Moritz,0
820,o10r10,ZF,m,2009-08-06,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",1
846,o12r10,ZF,m,2009-08-06,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",0
938,o1r10,ZF,m,2009-08-06,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",0
960,o2r10,ZF,m,2009-08-06,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",1
984,o4r10,ZF,m,2009-08-06,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",0
997,o5r10,ZF,m,2009-08-06,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",0
1019,o7r10,ZF,m,2009-08-06,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",0
1031,o8r10,ZF,m,2009-08-06,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",0
316,dJM4f,ZF,u,2009-08-07,5,,o1r1,r2y1,2009-09-12,NE,,0
715,k16r8,ZF,m,2009-08-07,3,KM,r5y14,r7y1,,,Moritz & Daniele; bird doesn't sing -> great for Mo&Da,0
721,k17r8,ZF,m,2009-08-07,3,R3,r5y14,r7y1,,,"michael, 4.11.09 - tplsm",0
726,k18r8,ZF,f,2009-08-07,3,,r5y14,r7y1,2009-11-06,NE,,0
1126,p16r8,ZF,m,2009-08-07,5,KO,o1r1,r2y1,,,Daniele,0
1135,p17r8,ZF,f,2009-08-07,5,,o1r1,r2y1,2009-11-06,NE,,1
1624,r8s18,ZF,u,2009-08-07,5,,o1r1,r2y1,2009-11-06,NE,White,1
1625,r8s19,ZF,f,2009-08-07,5,R4,o1r1,r2y1,,,,0
1627,r8s20,ZF,f,2009-08-07,5,,o1r1,r2y1,2009-11-06,NE,,1
1282,r10s8,ZF,m,2009-08-11,1,KM,g13r8,r2s20,,,Moritz,0
1283,r10s9,ZF,f,2009-08-11,1,,g13r8,r2s20,2009-11-06,NE,,0
1272,r10s15,ZF,m,2009-08-18,4,KO,g12r2,g4r7,,,Janie - Plan to use for acute experiments when > 120 dph.,0
1273,r10s16,ZF,m,2009-08-18,4,KO,g12r2,g4r7,,,Janie - Plan to use for acute experiments when > 120 dph.,0
1274,r10s17,ZF,f,2009-08-18,4,R4,g12r2,g4r7,,,,1
1275,r10s18,ZF,f,2009-08-18,4,,g12r2,g4r7,2009-11-06,NE,,0
1276,r10s19,ZF,f,2009-08-18,4,,g12r2,g4r7,2009-11-06,NE,,1
328,dJM7d,ZF,f,2009-08-19,3,,r011,o8r5,2009-11-06,NE,,1
329,dJM7e,ZF,f,2009-08-19,3,,r011,o8r5,2009-11-06,NE,,0
396,g10r10,ZF,m,2009-08-19,3,KO,r011,o8r5,,,,0
609,g9r10,ZF,m,2009-08-19,3,KM,r011,o8r5,,,,0
274,dJ2O3f,ZF,u,2009-08-21,5,2O3,purple022,g17r8,2009-09-12,NE,,0
290,dJFJ2e,ZF,u,2009-08-21,4,,k13r2,o2r5,2009-09-08,Perished,used to be JU2e,0
438,g14r10,ZF,f,2009-08-21,4,,purple022,g17r8,2009-11-06,NE,,0
449,g15r10,ZF,m,2009-08-21,4,KM,purple022,g17r8,,,Daniele,0
461,g16r10,ZF,m,2009-08-21,4,KM,purple022,g17r8,,,Daniele,0
473,g17r10,ZF,m,2009-08-21,4,KM,purple022,g17r8,,,,0
485,g18r10,ZF,m,2009-08-21,4,KM,purple022,g17r8,,,,0
675,k10r8,ZF,m,2009-08-21,4,E7,k13r2,o2r5,,,used to be JU2d,1
1266,r10s1,ZF,m,2009-08-21,5,KM,b14r4,o19r5,,,,1
1268,r10s11,ZF,f,2009-08-21,3,KU,o13r8,b4r7,,,,0
1269,r10s12,ZF,f,2009-08-21,3,KU,o13r8,b4r7,,,,0
1270,r10s13,ZF,m,2009-08-21,3,KM,o13r8,b4r7,,,,0
1271,r10s14,ZF,m,2009-08-21,3,KM,o13r8,b4r7,,,,0
1277,r10s2,ZF,f,2009-08-21,5,,b14r4,o19r5,2009-11-06,NE,,0
1278,r10s3,ZF,m,2009-08-21,5,,b14r4,o19r5,2009-11-02,NE,,0
1279,r10s4,ZF,m,2009-08-21,5,KM,b14r4,o19r5,,,Janie - Plan to use for acute experiments when > 120 dph.,0
1280,r10s5,ZF,m,2009-08-21,5,KO,b14r4,o19r5,,,Janie - Plan to use for acute experiments when > 120 dph.,0
1281,r10s7,ZF,m,2009-08-21,5,KM,b14r4,o19r5,,,Janie - Plan to use for acute experiments when > 120 dph.,0
1621,r8s15,ZF,m,2009-08-21,4,E5,k13r2,o2r5,,,used to be JU2a,0
1622,r8s16,ZF,f,2009-08-21,4,FJ2,k13r2,o2r5,,,used to be JU2b,1
1623,r8s17,ZF,f,2009-08-21,4,FJ2,k13r2,o2r5,,,used to be JU2c,1
496,g19r10,ZF,f,2009-08-26,1,MK,b14r3,r6s13,,,Michel. DOR - 3.Nov.2009. Ibotenic acid control. Used at age < 75 dph.,1
519,g20r10,ZF,f,2009-08-26,1,,b14r3,r6s13,2009-11-12,End of Exp.,,0
508,g1r10,ZF,f,2009-08-29,4,FJ3,r7p1,p13r5,,,used to be JU1c,0
529,g2r10,ZF,m,2009-08-29,4,E10,r7p1,p13r5,,,used to be JU1d,0
540,g3r10,ZF,m,2009-08-29,4,E10,r7p1,p13r5,,,used to be JU1e,1
732,k19r8,ZF,f,2009-08-29,4,FJ3,r7p1,p13r5,,,used to be JU1a,0
747,k20r8,ZF,f,2009-08-29,4,FJ3,r7p1,p13r5,,,used to be JU1b,0
1267,r10s10,ZF,u,2009-08-29,1,MK,o12r8,g19r2,,,Ibotenic Acid,0
133,b1r10,ZF,m,2009-09-01,2,KM,r5y15,o12r3,,,,0
154,b2r10,ZF,m,2009-09-01,2,KM,r5y15,o12r3,,,,0
167,b3r10,ZF,m,2009-09-01,2,KO,r5y15,o12r3,,,,0
576,g6r10,ZF,f,2009-09-01,3,MK,b10r7,b15r6,,,Michel. DOR - 3.Nov.2009. Ibotenic acid control. Used at age < 75 dph.,0
587,g7r10,ZF,f,2009-09-01,3,,b10r7,b15r6,,,,0
599,g8r10,ZF,m,2009-09-01,3,KM,b10r7,b15r6,,,,0
265,dJ2M2,ZF,u,2009-09-04,0,,p10r8,o7r5,2009-09-18,NE,bird never existed,0
346,dJO7b,ZF,u,2009-09-09,3,,purple050,o18r7,2009-09-18,NE,died,1
348,dJO7ca,ZF,u,2009-09-09,3,,purple050,o18r7,2009-09-18,NE,bird died.,0
350,dJO7da,ZF,u,2009-09-09,3,,purple050,o18r7,2009-09-18,NE,bird never existed,0
341,dJO5aa,ZF,u,2009-09-10,1,,o8r8,k5r2,2009-09-18,NE,bird never existed,0
343,dJO5ba,ZF,u,2009-09-10,1,,o8r8,k5r2,2009-09-18,NE,bird never existed,0
15,b10r10,ZF,m,2009-09-11,5,KO,p2r5,b5r7,,,,0
26,b11r10,ZF,m,2009-09-11,5,KO,p2r5,b5r7,,,,0
37,b12r10,ZF,m,2009-09-11,5,KM,p2r5,b5r7,,,,0
48,b13r10,ZF,m,2009-09-11,5,KM,p2r5,b5r7,,,,0
60,b14r10,ZF,m,2009-09-11,5,KM,p2r5,b5r7,,,,0
109,b18r10,ZF,f,2009-09-12,2,KU,o11r8,g15r8,,,,0
121,b19r10,ZF,m,2009-09-12,2,KO,o11r8,g15r8,,,,0
145,b20r10,ZF,m,2009-09-12,2,KO,o11r8,g15r8,,,,0
1175,p2r10,ZF,m,2009-09-12,3,KO,purple050,o18r7,,,,0
188,b5r10,ZF,f,2009-09-15,3,KU,p14k,r5s4,,,,0
210,b7r10,ZF,m,2009-09-15,3,KM,p14k,r5s4,,,,0
223,b8r10,ZF,m,2009-09-15,3,KM,p14k,r5s4,,,,0
281,dJ2U1d,ZF,u,2009-09-15,3,,p14k,r5s4,2009-09-27,NE,,0
345,dJO6e,ZF,u,2009-09-15,4,,b7r7,r6s10,2009-11-01,NE,"Not found in cage on 01.Nov.2009, presumed to be dead. - janie",0
1157,p1r10,ZF,f,2009-09-15,3,KU,b7r7,r6s10,,,,0
1185,p3r10,ZF,m,2009-09-15,3,KO,b7r7,r6s10,,,,0
1195,p4r10,ZF,f,2009-09-15,3,KU,b7r7,r6s10,,,,0
1206,p5r10,ZF,f,2009-09-15,3,KU,b7r7,r6s10,,,,0
73,b15r10,ZF,m,2009-09-17,3,KM,974,g2r5,,,,0
